timestamp,date,latitude,longitude
1565712445,"2019-08-13 16:07:25",38.889023,-77.215986
1565712451,"2019-08-13 16:07:31",38.888327,-77.216577
1565712457,"2019-08-13 16:07:37",38.887865,-77.217784
1565712463,"2019-08-13 16:07:43",38.887288,-77.219252
1565712468,"2019-08-13 16:07:48",38.88683,-77.220517
1565712473,"2019-08-13 16:07:53",38.886302,-77.221742
1565712478,"2019-08-13 16:07:58",38.885853,-77.22295
1565712484,"2019-08-13 16:08:04",38.885202,-77.224452
1565712489,"2019-08-13 16:08:09",38.884637,-77.225787
1565712494,"2019-08-13 16:08:14",38.884073,-77.22713
1565712500,"2019-08-13 16:08:20",38.883427,-77.228716
1565712506,"2019-08-13 16:08:26",38.882792,-77.230343
1565712512,"2019-08-13 16:08:32",38.882233,-77.232008
1565712518,"2019-08-13 16:08:38",38.881732,-77.23368
1565712524,"2019-08-13 16:08:44",38.881185,-77.235327
1565712530,"2019-08-13 16:08:50",38.880715,-77.237037
1565712535,"2019-08-13 16:08:55",38.880393,-77.238536
1565712541,"2019-08-13 16:09:01",38.880113,-77.240277
1565712546,"2019-08-13 16:09:06",38.880004,-77.241778
1565712551,"2019-08-13 16:09:11",38.879898,-77.243313
1565712557,"2019-08-13 16:09:17",38.879782,-77.245259
1565712563,"2019-08-13 16:09:23",38.879673,-77.247212
1565712568,"2019-08-13 16:09:28",38.879598,-77.248917
1565712573,"2019-08-13 16:09:33",38.879505,-77.25054
1565712578,"2019-08-13 16:09:38",38.879381,-77.252218
1565712584,"2019-08-13 16:09:44",38.879285,-77.254218
1565712589,"2019-08-13 16:09:49",38.879214,-77.255789
1565712595,"2019-08-13 16:09:55",38.879129,-77.257619
1565712600,"2019-08-13 16:10:00",38.879011,-77.259221
1565712605,"2019-08-13 16:10:05",38.878929,-77.260736
1565712611,"2019-08-13 16:10:11",38.878818,-77.262531
1565712616,"2019-08-13 16:10:16",38.878724,-77.264072
1565712621,"2019-08-13 16:10:21",38.878653,-77.265588
1565712627,"2019-08-13 16:10:27",38.87852,-77.267478
1565712632,"2019-08-13 16:10:32",38.878396,-77.269078
1565712637,"2019-08-13 16:10:37",38.878197,-77.270638
1565712642,"2019-08-13 16:10:42",38.877943,-77.272201
1565712648,"2019-08-13 16:10:48",38.877587,-77.274006
